variant_name,split,essay_set,n,qwk,mae,pearson,baseline_qwk,baseline_mae,baseline_pearson,delta_qwk_vs_baseline,delta_mae_vs_baseline,delta_pearson_vs_baseline
set6_gbdt_set8_baseline_or_calibration,val,5,361,0.7533723138101138,0.452642338481847,0.8179703654692981,0.7533723138101138,0.452642338481847,0.8179703654692981,0.0,0.0,0.0
val_selected_per_essay_set_model,val,5,361,0.7533723138101138,0.452642338481847,0.8179703654692981,0.7533723138101138,0.452642338481847,0.8179703654692981,0.0,0.0,0.0
set6_gbdt_plus_shrinked_calibration,val,6,360,0.4268674820580207,0.9167707172188349,0.6524472911932573,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0787593739499125,-0.05871060424141705,-0.015184533544947976
gbdt_manual_safe_group_plus_recommended_calibration,val,6,360,0.4268674820580207,0.9167707172188349,0.6524472911932573,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0787593739499125,-0.05871060424141705,-0.015184533544947976
val_selected_per_essay_set_model,val,6,360,0.3490761506406028,0.9663509623035001,0.676761453764948,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0009680425324946063,-0.009130359156751755,0.009129629026742747
gbdt_manual_safe_group,val,6,360,0.348378325888522,0.961477826156649,0.6572400978250372,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0002702177804138062,-0.014003495303602898,-0.010391726913168031
set6_gbdt_only,val,6,360,0.348378325888522,0.961477826156649,0.6572400978250372,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0002702177804138062,-0.014003495303602898,-0.010391726913168031
set6_gbdt_set8_baseline_or_calibration,val,6,360,0.348378325888522,0.961477826156649,0.6572400978250372,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0002702177804138062,-0.014003495303602898,-0.010391726913168031
baseline_positive_linear,val,6,360,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0,0.0,0.0
gbdt_selected_qwk_only,val,6,360,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0,0.0,0.0
gbdt_selected_balanced,val,6,360,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0,0.0,0.0
gbdt_selected_conservative,val,6,360,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0,0.0,0.0
gbdt_selected_balanced_plus_shrinked_calibration,val,6,360,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.3481081081081082,0.9754813214602519,0.6676318247382053,0.0,0.0,0.0
gbdt_selected_qwk_only,val,7,314,0.6888158106393663,2.9534453383573003,0.7569598542251829,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.026886273013938755,-0.05996457518977838,0.009517977866589256
gbdt_selected_balanced,val,7,314,0.6888158106393663,2.9534453383573003,0.7569598542251829,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.026886273013938755,-0.05996457518977838,0.009517977866589256
gbdt_selected_conservative,val,7,314,0.6888158106393663,2.9534453383573003,0.7569598542251829,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.026886273013938755,-0.05996457518977838,0.009517977866589256
gbdt_manual_safe_group,val,7,314,0.6888158106393663,2.9534453383573003,0.7569598542251829,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.026886273013938755,-0.05996457518977838,0.009517977866589256
gbdt_selected_balanced_plus_shrinked_calibration,val,7,314,0.6888158106393663,2.9534453383573003,0.7569598542251829,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.026886273013938755,-0.05996457518977838,0.009517977866589256
gbdt_manual_safe_group_plus_recommended_calibration,val,7,314,0.6888158106393663,2.9534453383573003,0.7569598542251829,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.026886273013938755,-0.05996457518977838,0.009517977866589256
val_selected_per_essay_set_model,val,7,314,0.6888158106393663,2.9534453383573003,0.7569598542251829,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.026886273013938755,-0.05996457518977838,0.009517977866589256
baseline_positive_linear,val,7,314,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.0,0.0,0.0
set6_gbdt_only,val,7,314,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.0,0.0,0.0
set6_gbdt_plus_shrinked_calibration,val,7,314,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.0,0.0,0.0
set6_gbdt_set8_baseline_or_calibration,val,7,314,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.6619295376254275,3.0134099135470787,0.7474418763585936,0.0,0.0,0.0
baseline_positive_linear,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
gbdt_selected_qwk_only,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
gbdt_selected_balanced,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
gbdt_selected_conservative,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
gbdt_manual_safe_group,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
set6_gbdt_only,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
gbdt_selected_balanced_plus_shrinked_calibration,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
set6_gbdt_plus_shrinked_calibration,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
gbdt_manual_safe_group_plus_recommended_calibration,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
set6_gbdt_set8_baseline_or_calibration,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
val_selected_per_essay_set_model,val,8,145,0.4895933068275048,6.590564125473297,0.6110872319640811,0.4895933068275048,6.590564125473297,0.6110872319640811,0.0,0.0,0.0
